Text
"Scenario: Current Policies, Region: USA, Variable: Agricultural Demand, Model: GCAM-PR 5.3"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Population, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Price Carbon, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Biomass, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Geothermal, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Hydro, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Non-Biomass Renewables, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Nuclear, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Ocean, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Solar, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Primary Energy Wind, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Gases, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Heat, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Heat, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: USA, Variable: Secondary Energy Solids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricty, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Additions Electricty, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricty, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Capacity Electricty, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Carbon Sequestration Direct Air Capture, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Electricity, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Gases, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Geothermal, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Heat, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Solids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Solids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Solids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Final Energy Transportation, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: GDP PPP, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Investment Energy Supply, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Population, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Biomass, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Geothermal, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Hydro, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Non-Biomass Renewables, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Nuclear, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Ocean, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Solar, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Primary Energy Wind, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Gases, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Heat, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Heat, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Liquids, Model: TIAM_Grantham"
"Scenario: Current Policies, Region: World, Variable: Secondary Energy Solids, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricty, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Additions Electricty, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricty, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Capacity Electricty, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration CCS, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Carbon Sequestration Direct Air Capture, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Emissions CO2, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Electricity, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Gases, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Geothermal, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Heat, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Hydrogen, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Liquids, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Other, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Residential and Commercial, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Solids, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Solids, Model: TIAM_Grantham"
"Scenario: Ambitious climate policies (NDC_LTT), Region: USA, Variable: Final Energy Solids, Model: TIAM_Grantham"
